ticker,alias,alias_type
455660,455660,wkn
4558,TW0004558002,isin
4558,alformer industrial,name
455850,KR7455850008,isin
455850,455850,wkn
455860,KR7455860007,isin
455860,455860,wkn
455860,sol 2fn,name
455890,KR7455890004,isin
455890,455890,wkn
4559,TW0004559B14,isin
4559,joy industrial,name
455900,KR7455900001,isin
455900,455900,wkn
455900,angel,name
455910,455910,wkn
455960,KR7455960005,isin
455960,455960,wkn
455960,rise sofr,name
455A,JP3778540009,isin
455A,value soft holdings,name
456010,KR7456010008,isin
456040,KR7456040005,isin
456070,KR7456070002,isin
456070,456070,wkn
456070,encell,name
4561,TW0004561006,isin
4561,kenturn nano tec,name
456190,KR7456190008,isin
456190,456190,wkn
456190,curachem,name
4562,TW0004562004,isin
456200,KR7456200005,isin
456200,456200,wkn
456200,plus sofr,name
456250,KR7456250000,isin
456250,456250,wkn
456250,kodex top10 stoxx,name
4563,TW0004563002,isin
4563,quaser machine tools,name
4564,TW0004564000,isin
4565,TW0004565B16,isin
4565,hong-wei electrical industry,name
4566,TW0004566005,isin
456600,KR7456600006,isin
456600,456600,wkn
456610,KR7456610005,isin
456610,456610,wkn
456610,tiger sofr,name
456680,KR7456680008,isin
456680,456680,wkn
4568,TW0004568001,isin
4568,koge micro tech,name
456880,KR7456880004,isin
456880,456880,wkn
456880,ace sofr,name
456A,JP3794430003,isin
456A,human made,name
4570,TW0004570B19,isin
457190,KR7457190007,isin
457190,isu specialty chemical,name
4572,TW0004572003,isin
4573,TW0004573B16,isin
4573,gmt global,name
457370,KR7457370005,isin
457370,hanchem,name
4574,JP3442200006,isin
4574,taiko pharmaceutical,name
4574,taiko,name
457480,KR7457480002,isin
457480,457480,wkn
4575,TW0004575B14,isin
4575,chumpower machinery,name
457550,KR7457550002,isin
457550,457550,wkn
457550,woojin ntec,name
4576,TW0004576004,isin
457600,KR7457600005,isin
457690,KR7457690006,isin
457690,457690,wkn
457690,kodex 33-06,name
4577,TW0004577002,isin
4577,ofuna technology,name
4577,ofuna,name
457700,KR7457700003,isin
457700,457700,wkn
457700,kodex 53-09,name
4578,JP3188220002,isin
4578,otsuka holdings,name
4579,JP3967150008,isin
4579,raqualia pharma,name
4579,raqualia,name
457930,KR7457930006,isin
457930,457930,wkn
457940,457940,wkn
457990,KR7457990000,isin
457990,457990,wkn
457990,plus &ess,name
457A,JP3978900003,isin
457A,le lien,name
4580,TW0004580006,isin
4580,value valves,name
458030,KR7458030004,isin
458030,458030,wkn
4581,world known mfg cayman,name
4581,world known mfg,name
4582,TW0004582B15,isin
4582,hengs technology,name
4582,hengs,name
458210,KR7458210002,isin
458210,458210,wkn
458210,kiwoom cd,name
458250,KR7458250008,isin
458250,458250,wkn
458260,KR7458260007,isin
458260,458260,wkn
4583,TW0004583000,isin
4584,TW0004584008,isin
4584,jufan industrial,name
4585,TW0004585005,isin
4586,JP3921220004,isin
4586,medrx,name
458610,korea no.12 special purpose acquisition,name
4587,TW0004587B10,isin
4587,lnc technology,name
458730,KR7458730009,isin
458730,458730,wkn
458750,KR7458750007,isin
458750,458750,wkn
458750,tiger 1,name
458760,KR7458760006,isin
458760,458760,wkn
458760,tiger 2,name
4588,TW0004588009,isin
458870,KR7458870003,isin
458870,seers technology,name
458870,seers,name
4589,TW0004589B18,isin
4589,motion technology electric & machinery,name
458A,JP3833170008,isin
458A,plan do,name
4590,TW0004590005,isin
4591,JP3974850004,isin
4591,ribomic,name
4592,JP3336750009,isin
4592,sanbio,name
4593,JP3835100003,isin
4593,healios,name
4594,JP3274140007,isin
4594,brightpath biotherapeutics,name
4594,brightpath,name
4595,JP3885900005,isin
4595,mizuho medy,name
459510,KR7459510004,isin
459510,naurobotics,name
459560,KR7459560009,isin
459560,459560,wkn
459560,kodex factset,name
459580,KR7459580007,isin
459580,459580,wkn
459580,kodex cd,name
4596,MYL4596OO002,isin
4596,sapura resources,name
4597,JP3436500007,isin
4597,solasia pharma,name
4597,solasia,name
459750,KR7459750006,isin
459750,459750,wkn
459790,KR7459790002,isin
459790,459790,wkn
4598,JP3549370009,isin
4598,delta-fly pharma,name
4598,delta-fly,name
4599,JP3399690001,isin
4599,stemrim,name
459A,JP3051040008,isin
459A,nomura high-yield j-reit,name
460270,KR7460270002,isin
460270,460270,wkn
460270,kiwoom sofr,name
460280,460280,wkn
460470,KR7460470008,isin
460470,460470,wkn
460470,ivim technology,name
460660,KR7460660004,isin
460660,460660,wkn
460850,KR7460850001,isin
460850,dongkuk coated metal cls,name
460860,KR7460860000,isin
460860,dongkuk steel mill cls,name
460870,KR7460870009,isin
4609,TW0004609003,isin
4609,airlux electrical,name
460930,KR7460930001,isin
460930,460930,wkn
460930,hyundai hyms,name
460940,KR7460940000,isin
460940,p&s robotics,name
460960,KR7460960008,isin
460960,460960,wkn
460960,ace top10,name
460A,JP3830650002,isin
460A,branu,name
461030,KR7461030009,isin
461030,461030,wkn
461030,imbdx,name
4611,JP3495400008,isin
4611,dai nippon toryo,name
4612,JP3749400002,isin
4612,nippon paint holdings,name
461270,KR7461270001,isin
461270,461270,wkn
461270,ace 26-06 aa,name
4613,JP3229400001,isin
4613,kansai paint,name
461300,KR7461300006,isin
461300,i-scream media,name
461340,KR7461340002,isin
461340,461340,wkn
461450,KR7461450009,isin
461450,461450,wkn
461460,KR7461460008,isin
461460,461460,wkn
461460,plus 10,name
461490,KR7461490005,isin
461490,461490,wkn
4615,JP3378600005,isin
4615,shinto paint,name
461500,KR7461500001,isin
461500,461500,wkn
461500,hanaro aa,name
461580,KR7461580003,isin
461580,461580,wkn
4616,JP3221800000,isin
4616,kawakami paint manufacturing,name
461600,KR7461600009,isin
461600,461600,wkn
4617,JP3522600000,isin
4617,chugoku marine paints,name
4619,JP3739000002,isin
4619,nihon tokushu toryo,name
461900,KR7461900003,isin
461900,461900,wkn
461910,KR7461910002,isin
461910,461910,wkn
461950,KR7461950008,isin
461950,461950,wkn
461950,kodex 210,name
461A,JP3051050007,isin
461A,maxis japan equity high dividend smart 50,name
4620,JP3811200009,isin
4620,fujikura kasei,name
462010,KR7462010000,isin
462010,462010,wkn
462010,tiger 2fn,name
462020,KR7462020009,isin
462020,hmcib no.6 special purpose acquisition,name
4623,JP3116400007,isin
4623,asahipen,name
462330,KR7462330002,isin
462330,462330,wkn
462330,kodex 2,name
462340,KR7462340001,isin
462340,462340,wkn
462350,KR7462350000,isin
462350,462350,wkn
462350,innospace,name
4624,JP3133200000,isin
4624,isamu paint,name
4625,JP3121800001,isin
4625,atomix,name
462510,KR7462510009,isin
462510,lameditech,name
462520,KR7462520008,isin
4626,JP3449100001,isin
4626,taiyo holdings,name
4627,JP3651050001,isin
4627,natoco,name
4628,JP3162650000,isin
4628,sk kaken,name
462870,KR7462870007,isin
462870,shift up,name
4629,JP3484300003,isin
4629,daishin chemical,name
462900,KR7462900002,isin
462900,462900,wkn
462980,KR7462980004,isin
462980,aiji net,name
462A,JP3802630008,isin
462A,fundinno,name
463050,KR7463050005,isin
463050,463050,wkn
4631,JP3493400000,isin
463250,KR7463250001,isin
463250,463250,wkn
463290,KR7463290007,isin
463290,463290,wkn
4633,JP3314800008,isin
4633,sakata inx,name
463300,KR7463300004,isin
463300,463300,wkn
463300,rise csi300,name
4634,MYL4634OO001,isin
4634,pos malaysia&services holdings,name
4635,JP3571000003,isin
4635,tokyo printing ink mfg,name
463640,KR7463640003,isin
463640,463640,wkn
463680,KR7463680009,isin
463680,463680,wkn
463690,KR7463690008,isin
463690,463690,wkn
463A,JP3153140003,isin
463A,intellex holdings,name
464080,KR7464080001,isin
464080,sos lab,name
4641,JP3126350002,isin
4642,JP3200200008,isin
4642,original engineering consultants,name
464240,KR7464240001,isin
464240,464240,wkn
464240,kiwoom 26-09 aa,name
464280,KR7464280007,isin
464280,464280,wkn
464280,tdspharm,name
464310,KR7464310002,isin
464310,464310,wkn
464310,tiger ai& indxx,name
4644,JP3149000006,isin
4644,imagineer,name
464440,KR7464440007,isin
464440,korea no.13 special purpose acquisition,name
464470,KR7464470004,isin
464470,464470,wkn
464470,plus 30,name
4645,JP3141800007,isin
4645,ichishin holdings,name
464500,KR7464500008,isin
464500,464500,wkn
464500,iron device,name
464600,KR7464600006,isin
464600,464600,wkn
464610,KR7464610005,isin
464610,464610,wkn
464680,KR7464680008,isin
464680,464680,wkn
464680,kb no.27 spac,name
464920,KR7464920008,isin
464920,464920,wkn
464930,KR7464930007,isin
464930,464930,wkn
464A,JP3244860007,isin
464A,qps holdings,name
4650,JP3396400008,isin
4650,sd entertainment,name
4651,JP3322600002,isin
4651,sanix holdings,name
465330,KR7465330009,isin
465330,465330,wkn
465350,KR7465350007,isin
465350,465350,wkn
465480,KR7465480002,isin
465480,465480,wkn
465480,inspien,name
465580,KR7465580009,isin
465580,465580,wkn
465610,KR7465610004,isin
465610,465610,wkn
465620,KR7465620003,isin
465620,465620,wkn
465660,KR7465660009,isin
465660,465660,wkn
465660,tiger factset,name
465670,KR7465670008,isin
465670,465670,wkn
4657,JP3227300005,isin
4657,environmental control center,name
465770,KR7465770006,isin
465770,stx green logis,name
465780,KR7465780005,isin
465780,465780,wkn
465780,26-09 aaa,name
4658,JP3699500009,isin
4658,nippon air conditioning services,name
4659,JP3160720003,isin
465A,JP3051060006,isin
465A,japan nikkei 225 shareholder return 40,name
4661,JP3198900007,isin
4661,oriental land,name
4662,JP3802740005,isin
4662,focus systems,name
4664,JP3100300007,isin
4664,japan reliance service,name
4665,JP3505900005,isin
4665,duskin,name
4666,JP3780100008,isin
4667,JP3101800005,isin
4667,aisan technology,name
4667,aisan,name
4668,JP3916100005,isin
4668,meiko network japan,name
466810,KR7466810009,isin
466810,466810,wkn
466810,bnk 2,name
466920,KR7466920006,isin
466920,466920,wkn
466930,KR7466930005,isin
466930,466930,wkn
466940,KR7466940004,isin
466940,466940,wkn
466950,KR7466950003,isin
466950,466950,wkn
466A,JP3051070005,isin
466A,defense tech,name
4671,JP3802650006,isin
4671,falco holdings,name
4673,JP3224900005,isin
4673,kawasaki geological engineering,name
4674,JP3271100004,isin
4674,cresco,name
4676,JP3819400007,isin
4676,fuji media holdings,name
4677,MYL4677OO000,isin
4678,JP3359850009,isin
4678,shuei yobiko,name
4679,JP3472000003,isin
467930,KR7467930004,isin
467930,467930,wkn
467930,ibks no.23 spac,name
467A,JP3051080004,isin
4680,JP3966800009,isin
4680,round one,name
4681,JP3974450003,isin
4681,resorttrust,name
468370,KR7468370002,isin
468370,468370,wkn
468380,KR7468380001,isin
468380,468380,wkn
4684,JP3173400007,isin
4685,JP3976500003,isin
4685,ryoyu systems,name
4686,JP3388450003,isin
4686,justsystems,name
468630,KR7468630009,isin
468630,468630,wkn
4687,JP3539000004,isin
4687,tdc soft,name
468760,KR7468760004,isin
468760,eugene special purpose acquisition 10,name
4689,JP3933800009,isin
468A,JP3051090003,isin
4690,JP3745100002,isin
4690,nippon pallet pool,name
469050,KR7469050009,isin
469050,469050,wkn
469060,KR7469060008,isin
469060,469060,wkn
469060,rise nyse,name
469070,KR7469070007,isin
469070,469070,wkn
4691,JP3993700008,isin
4691,washington hotel,name
469150,KR7469150007,isin
469150,469150,wkn
469150,ace aitop3,name
469160,KR7469160006,isin
469160,469160,wkn
469170,KR7469170005,isin
469170,469170,wkn
4694,JP3799700004,isin
469480,KR7469480008,isin
469480,469480,wkn
469480,ibks no.24 spac,name
469530,KR7469530000,isin
469530,469530,wkn
469750,KR7469750004,isin
469750,ivisionworks,name
469790,KR7469790000,isin
469790,469790,wkn
469790,kiwoom k-top10,name
469830,KR7469830004,isin
469830,469830,wkn
469880,KR7469880009,isin
469880,hana 30 special purpose acquisition,name
469900,KR7469900005,isin
469900,469900,wkn
469900,hana 31 spac,name
469A,JP3803160005,isin
469A,fitcrew,name
46IE,GB0007655250,isin
46IE,s & u 6% cum prf 1,name
4702,TW0004702006,isin
4702,allied industrial,name
470310,KR7470310004,isin
470310,470310,wkn
470310,unicorn ai,name
4704,JP3637300009,isin
4704,trend micro,name
4705,JP3270100005,isin
4706,TW0004706007,isin
4706,tah kong chemical industrial,name
4707,JP3238100006,isin
4707,kitac,name
4709,JP3153600006,isin
4709,id holdings,name
470A,JP3982050001,isin
470A,local,name
471040,KR7471040006,isin
471040,471040,wkn
471050,KR7471050005,isin
471050,471050,wkn
471050,daishinbalanceno.17 spac,name
4711,TW0004711007,isin
4711,yong shun chemical,name
4712,JP3348900006,isin
4712,keyholder,name
471230,KR7471230003,isin
471230,471230,wkn
471230,kodex 10,name
4714,TW0004714001,isin
4714,u-best polymer industry,name
471460,KR7471460006,isin
471460,471460,wkn
4715,MYL4715OO008,isin
4715,genting malaysia,name
4716,TW0004716006,isin
4716,daily polymer,name
471760,KR7471760009,isin
471760,471760,wkn
471780,KR7471780007,isin
471780,471780,wkn
4718,JP3993750003,isin
4718,waseda academy,name
4719,JP3126330004,isin
4719,alpha systems,name
471990,KR7471990002,isin
471990,471990,wkn
471A,JP3164810008,isin
471A,ns group,name
4720,TW0004720008,isin
4721,TW0004721006,isin
4721,mechema chemicals int,name
472150,KR7472150002,isin
472150,472150,wkn
472160,KR7472160001,isin
472160,472160,wkn
472160,tiger top10 indxx,name
472170,KR7472170000,isin
472170,472170,wkn
4722,TW0004722004,isin
472220,KR7472220003,isin
472220,472220,wkn
472220,sht-10 spac,name
472230,KR7472230002,isin
472230,472230,wkn
472230,sks no.11 spac,name
4723,MYL4723OO002,isin
4723,jaks resources,name
4724,TW0004724B14,isin
4724,meribank biotech,name
4725,JP3346300001,isin
4725,cac holdings,name
4726,TW0004726005,isin
4726,mycenax biotech,name
472720,KR7472720002,isin
472720,472720,wkn
4728,TW0004728001,isin
4728,sunmax biotechnology,name
472830,KR7472830009,isin
472830,472830,wkn
472840,KR7472840008,isin
472840,472840,wkn
472840,itf 200,name
472850,KR7472850007,isin
472850,472850,wkn
472850,pond group,name
472870,KR7472870005,isin
472870,472870,wkn
4729,TW0004729009,isin
4729,mildex optical,name
472920,KR7472920008,isin
472920,472920,wkn
472920,hk aa,name
472A,JP3910610009,isin
472A,mirrativ,name
473000,KR7473000008,isin
473000,473000,wkn
473000,sks no.12 spac,name
473050,KR7473050003,isin
473050,473050,wkn
473050,yuanta spac 15,name
4731,MYL4731OO005,isin
4731,scientex,name
4732,TW0004732B14,isin
4732,naturewise biotech & medicals,name
473290,KR7473290005,isin
473290,473290,wkn
473290,kodex 26-12 aa,name
4733,JP3173500004,isin
4733,obic business consultants,name
473330,KR7473330009,isin
473330,473330,wkn
473440,KR7473440006,isin
473440,473440,wkn
473440,ace 11aa,name
473460,KR7473460004,isin
473460,473460,wkn
473490,KR7473490001,isin
473490,473490,wkn
4735,TW0004735006,isin
4735,avita,name
473590,KR7473590008,isin
473590,473590,wkn
4736,TW0004736004,isin
473640,KR7473640001,isin
473640,473640,wkn
4737,TW0004737002,isin
4738,TW0004738B18,isin
4738,tatung fine chemicals,name
4739,TW0004739008,isin
473950,KR7473950004,isin
473950,473950,wkn
473950,sks no.13 spac,name
473980,KR7473980001,isin
473980,knowmerce,name
473A,JP3051100000,isin
473A,nissay nikkei 225,name
4741,TW0004741004,isin
4741,jetbest,name
474170,KR7474170008,isin
474170,474170,wkn
474170,lumir,name
474220,KR7474220001,isin
474220,474220,wkn
4743,TW0004743000,isin
4743,oneness biotech,name
474390,KR7474390002,isin
474390,474390,wkn
4744,TW0004744008,isin
4744,cvc technologies,name
474490,KR7474490000,isin
474490,474490,wkn
474490,yuanta spac 16,name
4745,KYG248111042,isin
4745,cowealth medical holding,name
4745,cowealth medical,name
474590,KR7474590007,isin
474590,474590,wkn
4746,TW0004746003,isin
4747,TW0004747001,isin
4747,johnson chemical pharmaceutical works,name
